1228,6,,74.24,14417,Won,1593,1,402
1229,7,,25.66,4982,Lost,1594,1,402
1230,6,,64.75,11895,Won,1595,1,403
1231,7,,35.15,6458,Lost,1596,1,403
1232,6,,63.94,12387,Won,1597,1,404
1233,7,,35.74,6925,Lost,1598,1,404
1234,6,,60.94,11905,Won,1599,1,405
1235,7,,38.99,7617,Lost,1600,1,405
1236,6,,36.55,8017,Lost,1601,1,406
1237,7,,63.25,13874,Won,1602,1,406
1238,6,,40.32,9090,Lost,1603,1,407
1239,7,,59.57,13429,Won,1604,1,407
1240,6,,37.72,7066,Lost,1605,1,408
1241,7,,62.2,11653,Won,1606,1,408
1242,6,,46.09,9460,Lost,1607,1,409
1243,7,,53.85,11054,Won,1608,1,409
1244,6,,53.88,10318,Won,1609,1,410
1245,7,,45.99,8808,Lost,1610,1,410
1246,6,,53.61,11499,Won,1611,1,411
1247,7,,42.01,9011,Lost,1612,1,411
1248,8,,4.28,919,Lost,1613,1,411
1249,6,,40.76,8209,Lost,1614,1,412
1250,7,,58.85,11852,Won,1615,1,412
1251,6,,39.44,8558,Lost,1616,1,413
1252,7,,60.42,13111,Won,1617,1,413
1253,6,,29.42,6678,Lost,1618,1,414
1254,7,,70.3,15956,Won,1619,1,414
1255,6,,28.92,5641,Lost,1620,1,415
1256,7,,70.87,13824,Won,1621,1,415
1257,6,,65.19,14196,Won,1622,1,416
1258,7,,34.7,7556,Lost,1623,1,416
1259,6,,64.87,14749,Won,1624,1,417
1260,7,,35.02,7962,Lost,1625,1,417
1261,6,,68.53,13304,Won,1626,1,418
1262,7,,31.31,6078,Lost,1627,1,418
1263,6,,72.3,14139,Won,1628,1,419
1264,7,,27.62,5402,Lost,1629,1,419
1265,6,,59.32,12919,Won,1630,1,420
1266,7,,40.55,8831,Lost,1631,1,420
1267,6,,63.13,14074,Won,1632,1,421
1268,7,,36.78,8200,Lost,1633,1,421
1269,6,,40.18,7968,Lost,1634,1,422
1270,7,,59.68,11833,Won,1635,1,422
1271,6,,60.4,10904,Won,1636,1,423
1272,7,,39.45,7122,Lost,1637,1,423
1273,6,,60.46,13021,Won,1638,1,424
1274,7,,39.46,8498,Lost,1639,1,424
1275,6,,98.23,18276,Won,1640,1,425
1276,6,,66.02,14023,Won,1641,1,426
1277,7,,33.9,7201,Lost,1642,1,426
1278,6,,69.63,14882,Won,1643,1,427
1279,7,,30.25,6465,Lost,1644,1,427
1280,6,,54.65,10961,Won,1645,1,428
1281,7,,45.17,9059,Lost,1646,1,428
1282,6,,51.2,8887,Won,1647,1,429
1283,7,,48.55,8427,Lost,1648,1,429
1284,6,,63.69,12317,Won,1649,1,430
1285,7,,36.05,6973,Lost,1650,1,430
1286,6,,68.88,14949,Won,1651,1,431
1287,7,,31.02,6732,Lost,1652,1,431
1288,6,,68.1,13048,Won,1653,1,432
1289,7,,31.81,6096,Lost,1654,1,432
1290,6,,73.06,14529,Won,1655,1,433
1291,7,,26.82,5333,Lost,1656,1,433
1292,6,,59.01,11603,Won,1657,1,434
1293,7,,40.91,8045,Lost,1658,1,434
1294,6,,59.51,11908,Won,1659,1,435
1295,7,,40.36,8075,Lost,1660,1,435
1296,6,,97.81,17787,Won,1661,1,436
1297,6,,67.8,13167,Won,1662,1,437
1298,7,,32.08,6229,Lost,1663,1,437
1299,6,,47.23,10003,Lost,1664,1,438
1300,7,,52.68,11158,Won,1665,1,438
1301,6,,40.23,7685,Lost,1666,1,439
1302,7,,59.55,11377,Won,1667,1,439
1303,6,,60.81,13128,Won,1668,1,440
1304,7,,39.07,8434,Lost,1669,1,440
1305,6,,45.77,9754,Lost,1670,1,441
1306,7,,54.15,11538,Won,1671,1,441
1307,6,,54.99,11643,Won,1672,1,442
1308,7,,44.88,9503,Lost,1673,1,442
1309,6,,65.26,13688,Won,1674,1,443
1310,7,,34.66,7270,Lost,1675,1,443
1311,6,,71.98,14316,Won,1676,1,444
1312,7,,27.98,5564,Lost,1677,1,444
1313,6,,69.48,11890,Won,1678,1,445
1314,7,,30.43,5207,Lost,1679,1,445
1315,6,,68.14,13700,Won,1680,1,446
1316,7,,31.78,6390,Lost,1681,1,446
1317,6,,66.91,13332,Won,1682,1,447
1318,7,,32.99,6574,Lost,1683,1,447
1319,6,,56.87,11156,Won,1684,1,448
1320,7,,43.02,8439,Lost,1685,1,448
1321,6,,58.39,10475,Won,1686,1,449
1322,7,,41.47,7441,Lost,1687,1,449
1323,6,,59.96,12934,Won,1688,1,450
1324,7,,39.94,8615,Lost,1689,1,450
1325,6,,48.08,10106,Lost,1690,1,451
1326,7,,51.79,10886,Won,1691,1,451
1327,6,,39.98,7168,Lost,1692,1,452
1328,7,,59.89,10737,Won,1693,1,452
1329,6,,59.14,13832,Won,1694,1,453
1330,7,,40.73,9526,Lost,1695,1,453
1331,6,,61.71,12329,Won,1696,1,454
1332,7,,38.21,7633,Lost,1697,1,454
1333,6,,46.3,8192,Lost,1698,1,455
1334,7,,53.61,9485,Won,1699,1,455
1335,6,,36.72,6897,Lost,1700,1,456
1336,7,,63.15,11862,Won,1858,1,456
1337,6,,54.54,11614,Won,1702,1,457
1338,7,,45.32,9651,Lost,1703,1,457
1339,6,,69.62,14916,Won,1704,1,458
1340,7,,30.26,6482,Lost,1705,1,458
1341,6,,65.53,12808,Won,1706,1,459
1342,7,,34.35,6714,Lost,1707,1,459
1343,6,,68.58,14305,Won,1708,1,460
1344,7,,31.29,6527,Lost,1709,1,460
1345,6,,70.16,15050,Won,1710,1,461
1346,7,,29.7,6371,Lost,1711,1,461
1347,6,,70.33,14815,Won,1712,1,462
1348,7,,29.47,6208,Lost,1713,1,462
1349,6,,66.42,14785,Won,1714,1,463
1350,7,,33.41,7438,Lost,1715,1,463
1351,6,,63,12928,Won,1716,1,464
1352,7,,36.79,7551,Lost,1717,1,464
1353,6,,67.76,17162,Won,1718,1,465
1354,7,,32.05,8117,Lost,1719,1,465
1355,6,,60.34,14836,Won,1720,1,466
1356,7,,39.51,9715,Lost,1721,1,466
1357,6,,65.9,15518,Won,1722,1,467
1358,7,,33.95,7996,Lost,1723,1,467
1359,6,,55.83,13773,Won,1724,1,468
1360,7,,43.95,10841,Lost,1725,1,468
1361,6,,61.35,12768,Won,1726,1,469
1362,7,,38.48,8009,Lost,1727,1,469
1363,6,,64.74,14705,Won,1728,1,470
1364,7,,35.17,7990,Lost,1729,1,470
1365,6,,58.21,12119,Won,1730,1,471
1366,7,,41.56,8652,Lost,1731,1,471
1367,6,,44.11,9560,Lost,1732,1,472
1368,7,,55.66,12064,Won,1733,1,472
1369,6,,44.49,8946,Lost,1734,1,473
1370,7,,47.17,9485,Won,1735,1,473
1371,9,,8.19,1647,Lost,1736,1,473
1372,6,,50.26,11473,Won,1737,1,474
1373,7,,49.52,11305,Lost,1738,1,474
1374,6,,61.4,13471,Won,1739,1,475
1375,7,,38.51,8448,Lost,1740,1,475
1376,6,,56.94,13874,Won,1741,1,476
1377,7,,42.95,10465,Lost,1742,1,476
1378,6,,61.43,14565,Won,1743,1,477
1379,7,,38.48,9124,Lost,1744,1,477
1380,6,,59.02,13793,Won,1745,1,478
1381,7,,40.92,9564,Lost,1746,1,478
1382,7,,96.39,11548,Won,1747,1,479
1383,6,,30.24,4872,Lost,1748,1,480
1384,7,,69.24,11154,Won,1749,1,480
1385,6,,39.43,7946,Lost,1750,1,481
1386,7,,60.38,12168,Won,1751,1,481
1387,6,,36.5,7465,Lost,1752,1,482
1388,7,,63.24,12936,Won,1753,1,482
1389,6,,50.18,11662,Won,1754,1,483
1390,7,,49.64,11537,Lost,1755,1,483
1391,6,,42.92,9688,Lost,1756,1,484
1392,7,,56.9,12845,Won,1757,1,484
1393,6,,44.84,9767,Lost,1758,1,485
1394,7,,54.95,11970,Won,1759,1,485
1395,6,,40.23,8123,Lost,1760,1,486
1396,7,,59.52,12017,Won,1761,1,486
1397,6,,54.04,13486,Won,1762,1,487
1398,7,,45.82,11433,Lost,1763,1,487
1399,6,,44.89,11393,Lost,1764,1,488
1400,7,,54.89,13929,Won,1765,1,488
1401,6,,42.94,8797,Lost,1766,1,489
1402,7,,56.8,11635,Won,1767,1,489
1403,6,,31.65,7098,Lost,1768,1,490
1404,7,,68.04,15261,Won,1769,1,490
1405,6,,35.84,8525,Lost,1770,1,491
1406,7,,63.85,15187,Won,1771,1,491
1407,6,,30.97,6760,Lost,1772,1,492
1408,7,,68.67,14988,Won,1773,1,492
1409,6,,71.5,16696,Won,1774,1,493
1410,7,,28.4,6631,Lost,1775,1,493
1411,6,,62.47,14191,Won,1776,1,494
1412,7,,37.46,8510,Lost,1777,1,494
1413,6,,48.18,12110,Lost,1778,1,495
1414,7,,51.66,12984,Won,1779,1,495
1415,6,,62.25,13559,Won,1780,1,496
1416,7,,37.57,8183,Lost,1781,1,496
1417,6,,51.04,13075,Won,1782,1,497
1418,7,,48.79,12499,Lost,1783,1,497
1419,6,,44.39,11542,Lost,1784,1,498
1420,7,,55.38,14399,Won,1785,1,498
1421,6,,36.53,7074,Lost,1786,1,499
1422,7,,63.09,12217,Won,1787,1,499
1423,6,,46.2,10429,Lost,1788,1,500
